From	To
F1RZL9	LOC100049687
Z4YN74	Tmem11
D3Z7E5	Gsk3a
A0A0G2JL54	C4B_2
I7HJQ9	Mtmr1
I3LQF4	SEMA7A
K7ER39	PLIN3
Q9CQF8	Mrpl57
Q8JZN5	Acad9
Q96IY1	NSL1
Q5GIG6	Tnni3k
P61294	Rab6b
Q99NA5	Idh3a
A2ARZ7	Rab22a
A0A286ZFW3	APOH
P70372	Elavl1
Q8CAB8	Castor2
F6TGJ2	Ppp1r7
A0A480MDM3	AATF
Q00898	Serpina1e
P0DJD1	RGPD2
P62140	PPP1CB
Q9JI91	Actn2
A0A0H2UI10	Oga
O43293	DAPK3
B7ZNU9	Sntb2
Q6P8U6	Pnlip
P33778	H2BC3
D3ZT62	Arntl
Q68BL8	OLFML2B
I3LLQ7	C6H1orf50
B5DEP4	Mrpl42
Q9WTP6	Ak2
D4A6C6	Tab1
F1RH79	BRD8
Q8BRU4	Clec9a
F1RG75	PHKG2
Q9Y2G1	MYRF
D3ZIU2	Psmg3
D6RBR1	CAST
P17301	ITGA2
P13941	Col3a1
O75643	SNRNP200
Q63663	Gbp2
Q5XI28	Raver1
F1RGK5	TPM3
A0A5G2QYE9	NDUFA5
Q3TE40	Rpa2
Q5F2F8	PPP3CB
F1RG85	MYO18B
A0A5K1ULL9	ECM2
F8WDM5	DLD
P59054	Csrnp1
Q5VU61	TPM3
A0A5G2QR31	S100A11
A0A287B3H6	PCYT1A
A0A287AK21	TAGLN2
A0A1W2PS43	SCARB2
A0A087WT55	DCP1A
A0A0A0MY07	Usp15
F1SSH8	OGDH
P07310	Ckm
A0A0H2UHG7	Rps20
Q8R3S6	Exoc1
A0A087WNP6	Cdv3
D3ZCG3	Mon2
C9IYS7	INTS11
Q8CIE4	Parp10
Q29195	RPL10
F8WDZ3	CMTM7
O35954	Pitpnm1
E9Q811	Stk11
E5RJH5	ENO3
M0QXN5	NUP62
F1LRZ0	Alk
P85834	Tufm
Q9NQX3	GPHN
F1SB85	CCDC146
Q66K74	MAP1S
A0A287AAR5	NDUFAB1
Q9BWH2	FUNDC2
P00502	Gsta1
A0A087WQ25	Ktn1
D6RIN1	Unc45a
D3ZEW3	Tcaf2
B1H219	Dkk3
O60783	MRPS14
G5E8F1	Itgam
F6TQ32	Tafazzin
Q86SF2	GALNT7
P59048	Pdrg1
A0A0A0MP80	Sidt2
B1B1D7	Mrpl2
Q8N2G6	ZCCHC24
Q6AY94	Timmdc1
A0A0G2K3C1	Cdc37
A0A140T9X0	FLOT1
A0A1W2P7B6	Gatd3a
F1RHF7	DIS3
Q9Y5J1	UTP18
K7EPR0	TMEM205
Q9R064	Gorasp2
Q5VY43	PEAR1
Q3U7U3	Fbxo7
F6R6F1	Reps1
K7ERU2	KANK2
K7EJ64	TUBB6
A0A0A0MR36	MYO5B
F1RYZ0	RPLP2
A0A217FL49	Nudt14
P49242	Rps3a
F1SAD1	TPK1
F1SNZ3	LIMD1
M0R080	DNAJB1
Q0KKC2	MGAT1
B2GV96	Ccdc115
F6WR04	Ctss
F1M9N4	Mbnl1
Q7TMJ8	Pik3ip1
P56556	NDUFA6
O14727	APAF1
Q3UR97	Snx21
B0BNE2	Polr2e
J3QPY0	1600014C10Rik
E9Q7N6	Gal3st4
I3LDT2	MAP1A
Q9H4L5	OSBPL3
F1LRK9	Ppp4r1
G3V7I0	Prdx3
V9GYE4	PEPD
Q7LBR1	CHMP1B
O75152	ZC3H11A
P22105	TNXB
I3LC31	NUP205
Q3TCN2	Plbd2
P54725	RAD23A
Q9NXA8	SIRT5
F1S911	KXD1
O75298	RTN2
O75525	KHDRBS3
H7C209	ANKRD44
P43023	Cox6a2
Q7TQE2	Zyx
O43615	TIMM44
A0A087WQX8	Tardbp
D3ZI16	Cops6
Q68FQ0	Cct5
D3ZIE4	Fyb1
D3Z6K5	Mrps10
Q9HA77	CARS2
Q9JMB3	Epb41l3
Q9Y2K5	R3HDM2
F1RRK2	SIPA1
Q63803	Gnas
J3QSA3	UBB
Q9BXW6	OSBPL1A
P19205	APEH
A0A287AS29	NME1
Q91W89	Man2c1
Q9R1Z7	Pts
F6PU58	CKMT2
B1PRL5	Cavin4
Q8BHB0	Nod1
I3LKM7	RALGAPA1
H7C2K9	TAF1
Q9ULK4	MED23
Q5SVI2	Camk2b
H3BNE3	BLOC1S6
K7ERG4	SNRPD2
D3ZEJ9	RGD1310429
G3V6C4	Ugdh
F1RRB0	ABHD18
Q9H0C8	ILKAP
Q3TZS3	Itga7
F2Z5G6	LDB1
P35749	MYH11
Q9P0M9	MRPL27
P27773	Pdia3
A0A0G2K7E5	Cacna2d1
E7EX60	NRP1
F1SVB0	CAPG
I3L501	MYO1C
P00750	PLAT
Q61133	Gstt2
Q9Z2H5	Epb41l1
A0A1W2P7N8	Csrp2
F1RYI9	GULP1
A0A0A0MQ68	Gcdh
F1SFR1	MYG1
O77591	IMPA1
Q8TCC7	SLC22A8
E9Q4B5	Ccdc58
Q9UBW5	BIN2
F7B6K4	Pank4
Q9DB29	Iah1
Q13685	AAMP
G3UYV7	Rps28
Q8IYQ7	THNSL1
A0A0A0MRI2	SNX6
P58158	B3gat3
F7EUK4	Kng1
P42166	TMPO
B4DRG3	LDAH
Q9BVV7	TIMM21
E7EV34	TPP1
A0A087WU29	GYPA
I3LGM4	NDUFA11
Q7TPR4	Actn1
P19012	KRT15
P15535	B4galt1
P15144	ANPEP
Q60753	Ctf1
Q9CQC6	Bzw1
O75578	ITGA10
Q96JE9	MAP6
R4GN33	MAPKAPK5
D3Z0Z2	Cers2
B1AKP1	TSPAN2
E9PLK3	NPEPPS
E9PB90	HK2
E9PI41	EXOSC4
A0A0U1RPY6	Arl6ip1
F6XV67	2410004B18Rik
Q71UM5	RPS27L
Q02318	CYP27A1
B5DEY8	Snx6
P01768	IGHV3-30
D3ZHA0	Flnc
Q7TNE3	Spag7
F1RFL3	MTRFR
O88502	Pde8a
Q6P1X6	C8orf82
O95248	SBF1
I3L3H0	PCTP
S4R287	Washc3
Q9WVE8	Pacsin2
C9JQU9	UGP2
O75151	PHF2
P06866	Hp
P78371	CCT2
F8VZ29	UBE2N
A0A5K1VKX9	VWA5A
D3ZW08	Adsl
H7BXF3	TRA2B
Q9Z1E4	Gys1
D3ZBP2	Sin3a
Q96DB5	RMDN1
G3UY13	Il1rap
Q9Y241	HIGD1A
Q5U342	Nfkbib
F1SC70	CTSA
Q99JZ4	Sar1a
Q149F3	Gspt2
F1SFP6	TMF1
P61206	Arf3
D3Z482	Ankrd26
F1SQL3	CCDC85A
P02461	COL3A1
Q9D6L8	Ppil3
E9PV73	Hpca
F1SKU2	DENND1A
C9JTT6	ARPC1B
Q9JMD0	Znf207
D3ZJZ1	Atg5
E9Q295	Gm973
F6PX38	SLA-DQB1
F5GXZ9	SOD2
H0YG71	HEBP1
G3V7Z8	Pabpn1
A0A286ZY29	MFGE8
V9GYM3	APOA2
Q14624	ITIH4
Q791T5	Mtch1
B1AWZ5	Nipsnap3b
Q9UJ98	STAG3
Q9H8M1	COQ10B
F1S2G6	WDR41
D3Z0K8	Txnrd2
F7B276	Habp2
Q5XI32	Capzb
F1SRT0	MRPL46
F1RX19	CXHXorf38
F1LSW6	Ppip5k1
Q99704	DOK1
A0A2H2GPM9	Spg7
F1LPV0	Nars
P81269	Atf1
Q3TLP8	Rac1
A2ADH1	Magt1
E0CZF8	Tnik
F1LW91	Numa1
D3ZK16	Ice1
Q9H2M3	BHMT2
O43520	ATP8B1
Q5SVJ1	Camk2b
Q9D289	Trappc6b
A0A0A6YVV3	Txndc9
Q56AP7	Crbn
G3V1V0	MYL6
A0A0G2JSZ5	Pdia6
Q5XFX8	Ell3
O95864	FADS2
F8WC75	PDK1
K7E6F1	Serpinb6a
F1RYQ0	PREP
F1SV59	ADPRS
K7GSR6	NT5E
E9PYM7	Man2c1
Q63556	Serpina3m
Q9NRP0	OSTC
Q8C9D4	Mapk10
Q5BJF2	TMEM97
Q64514	Tpp2
Q9BY43	CHMP4A
B7ZBP9	PTPA
Q8BJW6	Eif2a
E9Q2S0	Pcdh7
A0A024R571	EHD1
F1SSM0	EXOC5
O14979	HNRNPDL
P35565	Canx
Q9WU01	Khdrbs2
G3V5V9	NDRG2
Q9DCJ1	Mlst8
Q01130	SRSF2
E5RHH1	RPL26L1
Q8MJ49	OSTF1
Q6ZMR3	LDHAL6A
C9JXK9	LPP
G3V9Q4	Stk38
Q9UMY4	SNX12
Q6AZY7	SCARA3
D6RJE2	ADD1
Q96FC9	DDX11
A2BI90	Vps16
D4A0U6	Lig4
Q9CR24	Nudt8
D3ZH23	RGD1560917
G3V1V8	MYL2
A0A287AEV7	WFDC10AL
D3ZWC6	Sntb1
P49769	Psen1
Q8JZZ5	Pitpnb
F1S1B8	MRM1
Q3URE1	Acsf3
Q9Z160	Cog1
B1PHQ9	PLIN5
F1SD45	PRKACA
F6ZXS5	Ttl
Q4FZT0	Stoml2
D3ZF64	Abcc3
P97390	Vps45
F1RUM1	AFM
H0YK48	TPM1
F6Q6A7	CSRP3
P06685	Atp1a1
Q15532	SS18
E9PUE8	Abcc9
P61221	ABCE1
Q9BUT1	BDH2
D3Z3L1	Rhoq
Q3UMC0	Spata5
F8WDN3	CFL2
V9GYC1	APOA2
D6RFB8	Pold1
F1M0Q9	Pm20d1
A0A5K1UBB6	SGCA
F1RF40	CNGB1
F1SI10	RPL10L
F1S4G5	RMI1
D3YTB1	RPL32
Q29983	MICA
F1SSF5	BLVRA
P31749	AKT1
Q6XZF7	DNMBP
A0A0G2JQ24	LILRA6
Q07352	ZFP36L1
F7ACR9	Macf1
P58771	Tpm1
P50748	KNTC1
F1RJY9	CD48
Q9QYP6	Azi2
P11960	Bckdha
F8WHL2	Copa
A0A0G2JTD7	Clasp1
Q9UQB8	BAIAP2
Q7Z4L5	TTC21B
A0A075B677	Igkv4-53
P14142	Slc2a4
Q5TD07	NQO2
F8WDS9	LANCL1
O75342	ALOX12B
K7ER00	FARSA
Q99643	SDHC
Q8CG70	P3h3
Q5SWN2	Rpa1
F1SI05	PASK
Q8R5M8	Cadm1
M0RAK4	Fxn
A0A287BER0	SEPSECS
Z4YKB8	Hp1bp3
Q3KRF2	Hdlbp
F6XUR8	Htra2
P52943	CRIP2
O95299	NDUFA10
P70445	Eif4ebp2
I3L6E7	PHOSPHO1
Q3UE37	Ube2z
Q69YL0	NCBP2AS2
I3LUM9	EIF2S3
O94768	STK17B
I3LNG8	STIP1
E9Q9C0	Ablim1
Q9UHG3	PCYOX1
E9Q8D0	Dnajc21
A0A087WTA8	COL1A2
C9JNG9	COL6A3
A0A0G2JUP3	Obscn
Q9GL01	RPN2
Q8BJU0	Sgta
Q8N9N2	ASCC1
D4A5W8	Pgs1
Q06520	SULT2A1
A0A0G2JIE7	C2
A0A087WUD3	OSTC
A0A1W2P780	Csrp2
E9Q8I7	Nfxl1
Q5SW23	CTNNA3
D6REX3	SEC31A
D3ZGM3	LOC100909750
D6RDJ2	RPS23
F1LXD6	Pitpnm2
Q06890	Clu
Q8VCC8	Rapgef3
A0A0G2JUF8	Top2a
A0A481C216	RUVBL2
I3LGW3	DDX58
P13832	Rlc-a
Q8ND90	PNMA1
E5RJZ5	CLU
Q96GX1	TCTN2
Q9CYN2	Spcs2
D4A498	Pcdhgc3
Q9QY15	Ddx25
P82458	Mid1
A0A2R8Y5C8	EPB41
C9JC32	TRAK1
E9Q634	Myo1e
A0A5S6GXI4	TFRC
E9PZQ0	Ryr1
E9Q414	Apob
C9J7Q4	ABHD11
P57073	SOX8
A0A1B0GRG4	Rnh1
F1SQ52	MYLK
Q8CG79	Tp53bp2
E9QKR1	Enah
A0A1B0GSS8	Rpl18
M9MMM6	Ighm
A0A480PLY3	YWHAZ
I3LRK9	PIGS
Q5XIH0	Maf1
A0A0C4DFP7	C1QTNF1
F7DBQ0	Pdia6
Q7TPH3	Dmd
Q96E52	OMA1
Q5M9G3	Caprin1
Q922H4	Gmppa
Q9Z1B5	Mad2l1
F1M801	Anapc1
I3L5M6	TRIM63
Q99N93	Mrpl16
O70305	Atxn2
F1RGS0	THBS3
G3V8M5	Ppp4c
A2ASW6	Map3k20
Q4KM62	Palmd
F1SEQ6	TSPAN14
Q9BVC3	DSCC1
E9PM31	CD81
E9QLU9	Fgd5
Q91VJ5	Pqbp1
Q6TXF2	Anxa3
M0QX01	TNNT1
A0A140T8Q4	Igkv3-4
O95985	TOP3B
A0A5S6GB93	PGRMC1
P16422	EPCAM
O15182	CETN3
E9QMP6	Mark2
Q924C5	Alpk3
G3V9W4	Xpnpep3
Q14CN4	KRT72
C9J486	UPP1
Q60641	Nr1h4
E9PUA2	Tut7
H7C3G6	MPRIP
H3BQV3	COG8
E9QKR0	Gnb2
H0YBQ0	TXNRD3
O54834	Arhgap6
Q5XIP6	Fen1
B8JJB0	Cox7c
D4AAC3	LOC102553613
E5RFZ3	RHOQ
F8VXH9	PCBP2
Q9CWE0	Mtfr1l
P04066	FUCA1
Q9QUT0	Rhag
Q6Y288	B3GLCT
Q99L04	Dhrs1
Q9UBQ0	VPS29
A0A0G2K9Y7	LOC501233
M0R2P6	SHKBP1
P28161	GSTM2
P20936	RASA1
P63102	Ywhaz
P46108	CRK
B1WBQ8	Gapdhs
K7GNT3	UBR5
A0A1B0GWC0	CPT2
E9PX84	Dab2
J3QRQ1	ICAM2
I3LVS7	RHOA
E0CXG8	Gm28042
Q8IXL7	MSRB3
S4R1M4	Ank2
G3V180	DPP3
Q68FW9	Cops3
D4A3M8	Nck2
Q7YS99	OPTN
A2AAT0	SLC39A7
O00505	KPNA3
A0A2C9F342	VEGFA
P79381	EPHX1
Q9CQV1	Pam16
O14776	TCERG1
Q9Y3Z3	SAMHD1
Q9CQA9	Ntpcr
F5GY10	TCF12
Q29036	DAD1
P20651	Ppp3cb
I3LP41	MDH2
A0A5S8KUV5	INPPL1
A0A0G2JFL3	Ighv1-71
F7AA26	Pakap
Q9EPH8	Pabpc1
A0A0U1RPX4	Mapk3
P51880	Fabp7
B3DMA0	Tp53i11
H7BWX9	Sumo2
I3LKI4	PEX5
Q96LR5	UBE2E2
Q99PF5	Khsrp
P11801	PSKH1
A2AJW4	Ppp1r3d
F5H6U7	GOLT1B
O43399	TPD52L2
P52555	Erp29
Q61503	Nt5e
Q9D067	Mdm1
F1LZX5	Hectd4
F1SG86	EPHB3
Q8BZ64	Tctn1
Q62881	Nol3
F8WFR8	LOC100910308
P06753	TPM3
Q80TV8	Clasp1
Q9NQX7	ITM2C
A0A5K1U2A8	TMEM209
E9QAQ5	Gsk3b
Q96NX8	STX16
Q8CF89	Tab1
G3V6L8	Strn
F1RZC0	GNB5
Q810S7	Cog1
Q8NB49	ATP11C
F1RLJ0	TRPV1
Q9Z126	Pf4
Q68FT7	Farsb
E9PJL9	NDUFV1
Q9BYD6	MRPL1
A0A0G2K4D0	Ank3
I3L7I0	P3H1
A0A0G2JHL0	BRD2
Q8NCA5	FAM98A
P10107	Anxa1
Q9H0U4	RAB1B
Q03519	TAP2
Q8BHA3	Dtd2
Q9Y3F4	STRAP
C9JP48	PPP1CB
Q99LI7	Cstf3
A0A140UHX2	Zc3hc1
Q15555	MAPRE2
P27487	DPP4
K3W4S6	Gyg
P46459	NSF
Q5M920	Ebna1bp2
F5H1Y4	GOPC
Q99LB4	Capg
P46099	Klf1
E5RIB1	CTNNA1
Q16222	UAP1
Q91VD9	Ndufs1
Q9EST6	Anp32b
F1RVZ5	DIPK1B
E9QNV2	Med23
M0R462	Mllt1
Q792I0	Lin7c
Q5RJN0	Ndufs7
A2AMH8	Slc44a1
P47820	Ace
P61939	Serpina7
A0A287B583	ANXA4
A2ADF2	Fblim1
P09497	CLTB
A0A096MK75	Rhog
A0A287BK04	TMED7
Q99MP8	Brap
D4A3E8	Mrps27
Q8TDH9	BLOC1S5
Q8C079	Strip1
D3YUB9	Pabpn1
D4A6E3	Mug1
C9K052	SCRN1
C9J8T0	EEFSEC
Q9JLZ3	Auh
F1S8P5	CDC42BPA
Q86WR0	CCDC25
Q06000	Lpl
E0CYP1	Ccdc127
I3LC13	PTPRM
I3L0A0	PEDS1-UBE2V1
F1RR49	NUP188
Q16651	PRSS8
F1RTZ1	ADHFE1
Q811Q1	Smug1
Q3TCJ8	Ccdc69
B2RYG1	Fam32a
Q2NKX8	ERCC6L
P13498	CYBA
A2BHN6	Fbxo3
P00388	Por
F7FPR9	Spetex-2F
Q01433	AMPD2
Q9TV69	DHDH
A2ASM0	Lnpk
Q07116	Suox
F1S0I4	CEP162
A8MTJ3	GNAT3
Q4KM65	Nudt21
P06800	Ptprc
H0YLE2	ANXA2
Q9Y2X7	GIT1
A0A287AVD8	ILKAP
A0A1D5RM55	Csnk2a2
Q9ET78	Jph2
S4R270	Bin2
Q9H9A5	CNOT10
Q08426	EHHADH
Q9Z2X1	Hnrnpf
Q9CQN6	Tmem14c
Q9Y262	EIF3L
E9PWZ3	Rpl3l
Q8NDZ4	DIPK2A
Q4FZY1	Cd68
E9PXK7	Pex11b
Q70BM6	SLC22A8
Q13315	ATM
Q8K0D5	Gfm1
Q5T6H7	XPNPEP1
Q8VIJ8	Nprl3
Q8IXB3	TRARG1
F1S8Y4	EXOSC1
O15120	AGPAT2
A0A0G2K492	Zfp68
O60936	NOL3
Q13277	STX3
E9PUC5	Psd3
M0QYF4	PIH1D1
A0A096LP12	GATD3B
B1WBW4	Armc10
A0A5K1UWY1	GSTZ1
H3BLU2	LSAMP
F8VVZ0	RAB5B
Q80V72	Ip6k2
D3YVC8	Rpusd3
F1SBH1	DTD1
Q15910	EZH2
Q8VEM1	Rnf130
F1RKS0	MORF4L1
Q9D6T9	Mrps36
Q03591	CFHR1
F6QHD1	Mtdh
F5H6W8	LDHA
Q9UBQ7	GRHPR
Q8C0D5	Efl1
F1SSN2	PRKAG2
K7EPL2	UBA2
O70496	Clcn7
A0A5G2R954	NDUFB9
F1S9U8	NWD1
I3LPT1	TKT
O75369	FLNB
E9PFW3	AP2M1
Q15691	MAPRE1
H0YBT4	DPYSL3
P48772	Cox8b
C9JU26	ATP5MF
Q08094	CNN2
G3XAG9	RBCK1
P14859	POU2F1
Q9HBL8	NMRAL1
Q4FZU0	Acp6
Q15493	RGN
D3YUG3	Rps19
Q99615	DNAJC7
F1RRS8	MAPT
F1SF20	DCBLD1
A0A0N4SW89	Anxa4
Q02156	PRKCE
E0CYE6	Pip4p1
Q9GZT3	SLIRP
Q99K94	Stat1
Q4FZX5	Msrb2
G5E9C7	MAP2K2
Q9CPV3	Mrpl42
P98194	ATP2C1
G3V8Z9	Cops7a
K7GNJ2	ITGAL
Q8CHT0	Aldh4a1
H3BJQ9	Cux1
A2A848	Acox1
G3V667	Itga6
F1LQQ1	Me1
Q9Z0Y1	Dctn3
V5IRT4	UQCC2
O60706	ABCC9
A2RSQ0	Dennd5b
A0A0A0MQS9	LAMA4
E9QL13	Rbm14
Q66HF2	Tm9sf1
D4AAZ8	Irf2bp1
P80297	MT1X
Q13478	IL18R1
I3LB41	GLYATL2
Q3TYT1	Coq7
P16333	NCK1
Q29024	DDX39B
Q8NCR6	SMRP1
A0A0U1RPR4	Cd2bp2
A0A0G2K472	Cyfip1
Q9HB90	RRAGC
H0YAG5	MRPS18C
D3YW09	Sf3a2
F2Z5T7	PPIL3
A0A0G2JX56	Dnajc5
Q92466	DDB2
G3V709	Naprt
H0Y953	ATP13A2
F1S100	PPP3CA
Q9D3E6	Stag1
J3QMT0	Hnrnpf
F1LT16	LOC685907
F1S478	DSN1
G3V2C0	WARS1
G3V3I4	NFKBIA
Q61406	Cfhr1
P32037	Slc2a3
A0A287B037	PHB2
Q8VCF1	Cant1
P51858	HDGF
A0A0G2JUK2	Lsm14a
F6PZX4	ACAA2
I3LE12	HSD17B12
Q5SUW3	Grb10
Q29048	ATP6V1A
Q3LFS5	Ceacam1
G3V210	RPLP0
Q5JWF2	GNAS
Q6DGG1	Abhd14b
K7EIR0	WDR18
H7BZG6	AP1S2
F1RGS3	NCBP3
I3LV20	OXR1
E9PSL7	Cit
D4A4Q3	Ypel5
F8W6C1	SPTBN1
F1RGD9	HARS1
E9Q905	Ctnnd1
A2ABV5	Med14
G3V578	NDRG2
Q66HC4	Phospho2
G5E9Q8	NHEJ1
Q8BWY3	Etf1
A0A287BTD0	LIMS1
F1S340	SRI
G5E9P6	SOD2
A0A0G2K191	Tbce
Q14671	PUM1
A0A0G2K926	LOC297568
E7ESL0	MRPL22
F1SKK1	SLC25A20
Q3UKG2	Prob1
Q15758	SLC1A5
P97571	Capn1
I3LCX3	DUSP3
Q7TNK0	Serinc1
P50416	CPT1A
P35456	Plaur
M0R9T2	Erbin
Q9CR59	Gadd45gip1
D3ZNQ6	Ube2m
A0A0G2JES3	Rpl9
P55284	Cdh5
Q31093	H2-M3
A0A287BHL0	PCBP2
P11708	MDH1
F1SIU8	ILKAP
Q9WUA6	Akt3
A2BIM8	Mup18
D4A0H1	Reep3
K7GR63	STK4
Q99MA2	Xpnpep2
A0A5K1V5Y3	SHC1
Q9H993	ARMT1
F8W726	UBAP2L
A0A0G2JZI2	Eprs
Q96T23	RSF1
Q96EM0	L3HYPDH
M0R5H1	Etl4
Q61026	Ncoa2
F1S399	FAF2
A0A0G2K724	Mcts1
F6ZLC6	Rbbp7
Q6AYC6	Abi3
P84039	Enpp5
Q9EQG3	Scel
D4AC23	Cct7
A0A1N9M4K1	Siae
Q15027	ACAP1
Q9EQS4	LOC103691744
Q86U10	ASPG
Q9NRQ2	PLSCR4
Q8K4P7	St7l
P39019	RPS19
I3L4S2	NPLOC4
Q8BP47	NARS1
P62847	RPS24
A0A287APK0	PGLS
F1SB20	FAM83G
Q91VW3	Sh3bgrl3
Q63945	Set
A8MYT4	PIK3C3
A2KF29	Smoktcr
O54824	Il16
Q9D1Z3	Atpsckmt
Q6AYQ1	Golga7
Q6A026	Pds5a
F1SS41	THTPA
Q66H80	Arcn1
A0A1L1SQM2	Ifi47
D4A021	Hbq1b
S4R1W8	Gapdh
A0A0G2JFM9	Fnbp1l
B5MCT7	PPM1F
Q9D7F7	Chmp4c
D3YW25	Ninj1
Q93050	ATP6V0A1
E9Q1U2	Synpo2
Q8R3E3	Wipi1
Q63429	Ubc
O15067	PFAS
P61148	Fgf1
E9Q586	Dctn1
F6TLB0	Polrmt
E9QMB7	Naa30
Q3V3A7	Rnf207
D3ZIQ9	Znrf1
Q04967	HSPA6
P55926	Asic1
A0A0A6YW80	Naa15
I3LJ73	GMPS
A0A286YFL2	PHGDH
Q3UXG7	Pofut1
A8MWY0	ELAPOR2
Q9NRX1	PNO1
P03923	MT-ND6
G3X9X5	Zc3hav1
D6RD69	SAR1B
A0A287B763	NARS2
E9PL12	EEF1D
A0A140LJK0	2310057M21Rik
E9Q5D6	Ranbp9
F1RJR8	SCARA5
D3YUM9	Mtus2
J3QMK6	Aldh3b3
Q9CQ74	Leprotl1
E9PVA8	Gcn1
G3UZI2	Syncrip
P55058	PLTP
J3QLN6	EIF4A1
M0RCH6	Chmp4b
A0A0R4J031	Trim35
H0Y764	NBEAL2
Q9CY64	Blvra
O15117	FYB1
F1RHU6	PRMT1
Q91YM2	Arhgap35
O60524	NEMF
F1SSY1	LYSMD1
I3LG96	TNXB
Q5JW85	GSTA3
E9PUX1	Mocs2
P04370	Mbp
F8VR27	RBFOX1
Q9DAP0	Lrrc46
Q2TAM5	RELA
Q8N201	INTS1
P13601	Aldh1a7
Q5EB52	MEST
Q14653	IRF3
Q80WJ7	Mtdh
Q08481	Pecam1
G3V8K2	Gng3
Q4KLL0	Tcea1
H0Y9H6	CAST
O15169	AXIN1
Q60931	Vdac3
Q64270	Eif2b1
D3ZBW3	Tmem201
A0A0H2UHX1	Rtn3
Q96DI7	SNRNP40
Q8BHG9	Cggbp1
O60701	UGDH
D3ZMG0	Ulk1
F1RRI4	ZNRD2
B1ASP2	Jak1
P61794	Lpar1
F1RHH6	SMYD4
F1S475	PLCG2
A0A1W2PR46	GFAP
A0A140T8J4	Hebp1
P63279	UBE2I
P33151	CDH5
H0YJE3	CEP128
A0A140T9X3	DDX39B
Q60631	Grb2
P28661	Septin4
A0A1W2P6R8	Hs1bp3
D3YY15	Pbxip1
Q6GX83	Gxylt1
A0A1W2P729	Cnpy2
G3V6K0	Commd5
F1SVC3	POLR1A
Q9DCS2	Mettl26
F7BHJ0	Cltb
A0A2R8Y5T7	GSS
A0A140TAI5	Mtm1
A0A287ARC4	GGPS1
H0YD96	SDHD
E9PKG1	PRMT1
B1B1E2	Ltbp1
F1SAQ7	PAPOLA
E5RFJ0	DOCK2
Q91V55	Rps5
Q505G8	Znf827
A2AWP6	Arhgef10l
F1STE6	TXNDC9
Q9DBL9	Abhd5
P84100	Rpl19
Q16637	SMN1
Q16637	SMN2
Q96D37	VAV1
Q9JIX0	Eny2
Q01147	Creb1
Q14126	DSG2
P15121	AKR1B1
D3ZIH4	Fbxo4
F1SF21	GOPC
A0A286ZIC2	FRMD4B
F1STN0	SMPDL3B
I3L8F6	SH3BP1
A0A5G2R980	CTRB2
P59178	L3mbtl2
Q14134	TRIM29
Q498T9	Lrrc8c
Q8BHG2	Czib
Q5HZY3	Uchl5
Q810B6	Ankfy1
A0A0R4J166	Klhl40
Q9C098	DCLK3
C9JA93	TBC1D15
E9PT90	Spart
F1SE87	CHMP5
F2Z4Y3	LIMK2
A1L1K6	Gtf3c5
F1S1U3	METTL8
O35143	Atp5if1
M0QY24	ZNF546
E9PWW6	Zc3h7a
B9ZVP7	RPL23
Q6PGF7	Exoc8
Q9ESH6	Glrx
Q9Z2J4	Nexn
A0A096MIX1	Gbe1
A2AWT5	Ubtf
Q9H6R4	NOL6
A0A096LNV3	RNF114
F1SRN4	TRIO
P02452	COL1A1
O54825	Bysl
F1S9S2	ARHGEF12
Q9BW83	IFT27
Q8CH18	Ccar1
E9Q3C1	C2cd2
F8WF48	SEC62
Q8BX17	Gemin5
Q9JIF3	Slc2a8
Q14978	NOLC1
G8JL54	Commd1
A0A0G2JMX7	MAPT
Q9BPW8	NIPSNAP1
F1SL75	NDUFA4L2
Q8CIG9	Fbxl8
Q68FU3	Etfb
F1S1V1	SSB
E9PB61	ALYREF
P02724	GYPA
G3XA94	TIMMDC1
F6QDS0	hCG_2043426
P98192	Gnpat
F1RY11	CCDC93
Q64380	Sardh
Q5QNY5	PEX19
A0A087WSP0	Dst
Q8BVY0	Rsl1d1
Q4KLK9	Ssu72
H7BYD0	NDUFA5
P51571	SSR4
C9IZQ1	SSR1
F1SA75	AKAP5
A2ACJ2	Faap100
A8MYZ9	HDHD5
F1SLS7	ATG3
H0YKB1	TJP1
Q9GJT2	ESD
C9JAJ4	FXR1
Q8VIF7	Selenbp1
Q15435	PPP1R7
A2A6Q5	Cdc27
Q62658	Fkbp1a
P41542	Uso1
P25446	Fas
A0A287BBX3	NADK2
H0YL94	RAB8B
Q80WT5	Aftph
A0A1D5RLU2	Psme3ip1
Q08642	Padi2
D0G0B3	ACAA2
Q6AZ50	Atg3
P50995	ANXA11
Q9UKK9	NUDT5
F8WAJ0	DDX31
Q9JHH6	Cpb2
Q8C9B9	Dido1
P24369	Ppib
Q8NE35	CPEB3
O60716	CTNND1
J3KQ18	DDT
P59041	Dnajc30
Q10588	BST1
A0A0G2K007	Stk39
Q6P752	Tor1aip2
G3V1B2	SLC39A13
G3UZJ5	Csnk2b
I3LKF3	FSCN1
Q6PP07	ADIPOQ
I3LTQ6	SFXN3
F1SPK8	CD63
Q3UCV8	Otulin
Q920Q0	Palm
Q01768	Nme2
Q8C863	Itch
I3LF31	TRMT61B
D4AE96	Ipo7
F1SBJ2	ESF1
Q3TCJ1	Abraxas2
B2RQC7	Dip2b
Q3KQJ0	Tmem69
